"","Variable","Coefficient","Protein"
"12638","cg00850481",-0.00038594248681568,"CD6_FOM1"
"12639","cg00873050",6.36658524771013e-05,"CD6_FOM1"
"12640","cg00890054",-0.000196919708559499,"CD6_FOM1"
"12641","cg00930707",3.43546949588875e-05,"CD6_FOM1"
"12642","cg00934037",0.000938216733137614,"CD6_FOM1"
"12643","cg00942920",0.000378964971131196,"CD6_FOM1"
"12644","cg00944884",-0.00141539574300921,"CD6_FOM1"
"12645","cg00951395",0.000479660114637815,"CD6_FOM1"
"12646","cg00958927",0.000370182495458393,"CD6_FOM1"
"12647","cg00970752",0.00067699378477025,"CD6_FOM1"
"12648","cg00995520",-0.00214135749809871,"CD6_FOM1"
"12649","cg00999163",-0.00678082040909096,"CD6_FOM1"
"12650","cg01005303",-0.00212380679108365,"CD6_FOM1"
"12651","cg01015663",0.00268833634921174,"CD6_FOM1"
"12652","cg01021334",-0.00196452722886609,"CD6_FOM1"
"12653","cg01022117",0.00385604760731929,"CD6_FOM1"
"12654","cg01055518",0.000109836215439462,"CD6_FOM1"
"12655","cg01063088",0.00226918342264973,"CD6_FOM1"
"12656","cg01066472",0.000575798805968041,"CD6_FOM1"
"12657","cg01081438",-0.0126938140515557,"CD6_FOM1"
"12658","cg01083050",-0.00201771658039506,"CD6_FOM1"
"12659","cg01101782",-0.000642683803156514,"CD6_FOM1"
"12660","cg01128109",-0.00191160733182295,"CD6_FOM1"
"12661","cg01296877",-0.00946148410999497,"CD6_FOM1"
"12662","cg01320130",-0.00040060084072603,"CD6_FOM1"
"12663","cg01352906",-6.52970378387297e-05,"CD6_FOM1"
"12664","cg01396102",-0.00254939427447634,"CD6_FOM1"
"12665","cg01434649",0.00138274336484487,"CD6_FOM1"
"12666","cg01441127",0.00206932732415762,"CD6_FOM1"
"12667","cg01441699",-0.000501002048358473,"CD6_FOM1"
"12668","cg01447748",-0.000318508151473391,"CD6_FOM1"
"12669","cg01449266",0.00190831106762293,"CD6_FOM1"
"12670","cg01463139",-0.00219880282555039,"CD6_FOM1"
"12671","cg01515136",0.00138750154468502,"CD6_FOM1"
"12672","cg01556552",0.00215429187801892,"CD6_FOM1"
"12673","cg01568347",-0.000866554593544173,"CD6_FOM1"
"12674","cg01636910",0.001006196455935,"CD6_FOM1"
"12675","cg01659176",0.00261105224994968,"CD6_FOM1"
"12676","cg01713250",-0.000735146489914712,"CD6_FOM1"
"12677","cg01727431",-0.000590288379075469,"CD6_FOM1"
"12678","cg01759628",5.24801958937444e-05,"CD6_FOM1"
"12679","cg01774645",-0.000328078274624129,"CD6_FOM1"
"12680","cg01776299",0.00140231113397398,"CD6_FOM1"
"12681","cg01782024",-0.000981437666276222,"CD6_FOM1"
"12682","cg01787110",0.00422372293639873,"CD6_FOM1"
"12683","cg01812146",-0.00134726924239697,"CD6_FOM1"
"12684","cg01821635",0.000340970647730091,"CD6_FOM1"
"12685","cg01827761",9.71295084920214e-05,"CD6_FOM1"
"12686","cg01883208",0.000538405781638859,"CD6_FOM1"
"12687","cg01924561",0.00227380377419881,"CD6_FOM1"
"12688","cg01931994",0.0024235337407176,"CD6_FOM1"
"12689","cg01960686",0.000617876129943417,"CD6_FOM1"
"12690","cg02063695",-6.14052092883819e-05,"CD6_FOM1"
"12691","cg02086195",0.000376383531697637,"CD6_FOM1"
"12692","cg02088197",-0.0041716623513378,"CD6_FOM1"
"12693","cg02103362",0.00456712755521252,"CD6_FOM1"
"12694","cg02104434",0.0013800905962109,"CD6_FOM1"
"12695","cg02165801",8.27344142497952e-05,"CD6_FOM1"
"12696","cg02288964",-0.000749183737739747,"CD6_FOM1"
"12697","cg02341264",0.000170487618276391,"CD6_FOM1"
"12698","cg02456238",0.00109935060581297,"CD6_FOM1"
"12699","cg02482603",0.000387388620081974,"CD6_FOM1"
"12700","cg02483593",0.000593236237337592,"CD6_FOM1"
"12701","cg02483735",0.000978692899079374,"CD6_FOM1"
"12702","cg02492207",0.000929202769654387,"CD6_FOM1"
"12703","cg02569142",-0.000123205692817041,"CD6_FOM1"
"12704","cg02623028",0.000589728114624446,"CD6_FOM1"
"12705","cg02663945",0.000777121185583588,"CD6_FOM1"
"12706","cg02670343",0.00015957254487627,"CD6_FOM1"
"12707","cg02710004",0.000685058375648551,"CD6_FOM1"
"12708","cg02710296",0.000868397023237765,"CD6_FOM1"
"12709","cg02756939",-0.00136073379616045,"CD6_FOM1"
"12710","cg02769477",-0.00283750318080434,"CD6_FOM1"
"12711","cg02769705",0.00220450477760486,"CD6_FOM1"
"12712","cg02785792",0.000413364161447093,"CD6_FOM1"
"12713","cg02787967",0.00185511440525426,"CD6_FOM1"
"12714","cg02838825",-0.0015084038865126,"CD6_FOM1"
"12715","cg02851203",-0.000629697816098873,"CD6_FOM1"
"12716","cg02861504",0.000233672059508174,"CD6_FOM1"
"12717","cg02890259",-0.00769333992717711,"CD6_FOM1"
"12718","cg02896926",-0.00303936583229716,"CD6_FOM1"
"12719","cg02928345",0.00174290757575758,"CD6_FOM1"
"12720","cg02952913",0.00211003711457157,"CD6_FOM1"
"12721","cg02954704",0.00155130584731998,"CD6_FOM1"
"12722","cg02984188",0.000954338652493782,"CD6_FOM1"
"12723","cg03036777",-0.00174097571993821,"CD6_FOM1"
"12724","cg03048488",-0.000992240165400487,"CD6_FOM1"
"12725","cg03054846",0.000743677182310922,"CD6_FOM1"
"12726","cg03129555",-0.000918535286953547,"CD6_FOM1"
"12727","cg03130816",-0.00115069345571468,"CD6_FOM1"
"12728","cg03133799",-7.49402432164808e-05,"CD6_FOM1"
"12729","cg03136151",0.000306703123844411,"CD6_FOM1"
"12730","cg03216635",0.00224460263181855,"CD6_FOM1"
"12731","cg03216846",0.0018175562440617,"CD6_FOM1"
"12732","cg03217227",0.000941995361986268,"CD6_FOM1"
"12733","cg03224005",0.00642267913872882,"CD6_FOM1"
"12734","cg03243362",0.000107688129901011,"CD6_FOM1"
"12735","cg03312565",-0.00137615789565251,"CD6_FOM1"
"12736","cg03315346",-0.000615205839854603,"CD6_FOM1"
"12737","cg03315469",-0.000746649078156739,"CD6_FOM1"
"12738","cg03327352",-0.00105219811568923,"CD6_FOM1"
"12739","cg03330818",-0.000806038385496621,"CD6_FOM1"
"12740","cg03331924",8.92751065272959e-05,"CD6_FOM1"
"12741","cg03347207",0.00256240473188278,"CD6_FOM1"
"12742","cg03433033",-0.00431963852649546,"CD6_FOM1"
"12743","cg03443676",0.000121978151388378,"CD6_FOM1"
"12744","cg03461777",0.000899735982787948,"CD6_FOM1"
"12745","cg03467014",-0.000291652480712268,"CD6_FOM1"
"12746","cg03483626",-0.00124257996035675,"CD6_FOM1"
"12747","cg03517160",0.00310719398141797,"CD6_FOM1"
"12748","cg03548008",0.00055733094965309,"CD6_FOM1"
"12749","cg03568718",0.000348683152265638,"CD6_FOM1"
"12750","cg03583311",-0.00226247745831818,"CD6_FOM1"
"12751","cg03607951",0.00148734379073622,"CD6_FOM1"
"12752","cg03688085",-0.00388635533410545,"CD6_FOM1"
"12753","cg03748376",-0.00202988162460377,"CD6_FOM1"
"12754","cg03763518",0.00303869173392707,"CD6_FOM1"
"12755","cg03812309",0.000386049593193571,"CD6_FOM1"
"12756","cg03846767",0.0005200820221354,"CD6_FOM1"
"12757","cg03864005",0.00168770717030875,"CD6_FOM1"
"12758","cg03890680",-3.46688975287296e-05,"CD6_FOM1"
"12759","cg03921839",-0.00379427852107613,"CD6_FOM1"
"12760","cg03938015",-0.00153897701984575,"CD6_FOM1"
"12761","cg03948781",0.000160726428605485,"CD6_FOM1"
"12762","cg03960066",0.00410861844226209,"CD6_FOM1"
"12763","cg03970567",0.000586133099421118,"CD6_FOM1"
"12764","cg03976856",0.00109742081646821,"CD6_FOM1"
"12765","cg03987246",-0.000425885490076816,"CD6_FOM1"
"12766","cg04019843",-0.001269741890833,"CD6_FOM1"
"12767","cg04083966",-0.0020815795796508,"CD6_FOM1"
"12768","cg04087271",-0.000613139926270391,"CD6_FOM1"
"12769","cg04089743",0.000809548114124056,"CD6_FOM1"
"12770","cg04101015",-0.000274585494040413,"CD6_FOM1"
"12771","cg04115132",0.00121124610865641,"CD6_FOM1"
"12772","cg04140633",0.00494019542185718,"CD6_FOM1"
"12773","cg04143909",0.00325633165137385,"CD6_FOM1"
"12774","cg04146137",0.000335991719275271,"CD6_FOM1"
"12775","cg04154653",0.000156419287992229,"CD6_FOM1"
"12776","cg04222933",0.00166921233770134,"CD6_FOM1"
"12777","cg04232360",0.000896783835014468,"CD6_FOM1"
"12778","cg04246708",-0.0140767625667607,"CD6_FOM1"
"12779","cg04260676",0.00157273701738087,"CD6_FOM1"
"12780","cg04292672",0.000683848622260936,"CD6_FOM1"
"12781","cg04309375",0.000518729781870079,"CD6_FOM1"
"12782","cg04315214",0.000581167724883419,"CD6_FOM1"
"12783","cg04340595",-0.000477999445669583,"CD6_FOM1"
"12784","cg04342483",-0.00288688177371959,"CD6_FOM1"
"12785","cg04361279",1.74128049538185e-05,"CD6_FOM1"
"12786","cg04391135",-0.00110773050159574,"CD6_FOM1"
"12787","cg04395153",0.00723414267761484,"CD6_FOM1"
"12788","cg04492086",-0.000391646583589812,"CD6_FOM1"
"12789","cg04503267",0.00061684535333548,"CD6_FOM1"
"12790","cg04520340",0.000788411482044669,"CD6_FOM1"
"12791","cg04542977",-0.00183662655833341,"CD6_FOM1"
"12792","cg04567140",4.40560868224657e-05,"CD6_FOM1"
"12793","cg04610742",-0.000869622633282889,"CD6_FOM1"
"12794","cg04671462",0.000598658007791232,"CD6_FOM1"
"12795","cg04811114",-0.00499016646320143,"CD6_FOM1"
"12796","cg04835511",-0.00817415218660203,"CD6_FOM1"
"12797","cg04846232",-0.00048730225633156,"CD6_FOM1"
"12798","cg04863005",0.00122824383769369,"CD6_FOM1"
"12799","cg04870470",0.00157952852769757,"CD6_FOM1"
"12800","cg04873098",0.0045912510721555,"CD6_FOM1"
"12801","cg04876693",-0.000227181642413603,"CD6_FOM1"
"12802","cg04882216",0.00298114194055797,"CD6_FOM1"
"12803","cg04889045",0.000510960913364897,"CD6_FOM1"
"12804","cg04912542",-0.000349879303333575,"CD6_FOM1"
"12805","cg04919596",-0.000392818023519566,"CD6_FOM1"
"12806","cg04929932",0.00062949435923002,"CD6_FOM1"
"12807","cg04934305",-0.00476920534590547,"CD6_FOM1"
"12808","cg04943879",0.000571526615609708,"CD6_FOM1"
"12809","cg04955573",-0.00140218230271758,"CD6_FOM1"
"12810","cg04972348",-0.00243597619802471,"CD6_FOM1"
"12811","cg04975920",0.000754400442695127,"CD6_FOM1"
"12812","cg04975966",6.92574691202589e-05,"CD6_FOM1"
"12813","cg04986781",0.00033238878153154,"CD6_FOM1"
"12814","cg05040210",6.11286732439308e-05,"CD6_FOM1"
"12815","cg05040778",0.000160777780389565,"CD6_FOM1"
"12816","cg05044291",-0.000757447147242763,"CD6_FOM1"
"12817","cg05048523",-0.00322653857847085,"CD6_FOM1"
"12818","cg05156532",-0.000938073882438512,"CD6_FOM1"
"12819","cg05233288",0.000119432325147127,"CD6_FOM1"
"12820","cg05264881",-0.000356906041626269,"CD6_FOM1"
"12821","cg05346286",0.00158028025267716,"CD6_FOM1"
"12822","cg05347635",-0.00160394179246888,"CD6_FOM1"
"12823","cg05355055",-0.000314891946818551,"CD6_FOM1"
"12824","cg05374271",-8.07193903648334e-05,"CD6_FOM1"
"12825","cg05376982",-0.00031969321239695,"CD6_FOM1"
"12826","cg05380455",-0.00116080813199876,"CD6_FOM1"
"12827","cg05388840",0.000170406264766712,"CD6_FOM1"
"12828","cg05389555",0.00148124208622615,"CD6_FOM1"
"12829","cg05392448",-0.00586123151723535,"CD6_FOM1"
"12830","cg05393025",0.0012759972703202,"CD6_FOM1"
"12831","cg05398095",-0.00446192362236191,"CD6_FOM1"
"12832","cg05461140",0.000887474523279341,"CD6_FOM1"
"12833","cg05638471",0.00255660037955355,"CD6_FOM1"
"12834","cg05654780",0.00116215118634279,"CD6_FOM1"
"12835","cg05658236",0.000973443055477392,"CD6_FOM1"
"12836","cg05704942",0.0101975318799535,"CD6_FOM1"
"12837","cg05708536",-0.00715937063181495,"CD6_FOM1"
"12838","cg05719140",0.00367810012462771,"CD6_FOM1"
"12839","cg05722371",0.00279320817504384,"CD6_FOM1"
"12840","cg05740418",9.77482585892216e-05,"CD6_FOM1"
"12841","cg05756780",6.39219005684937e-05,"CD6_FOM1"
"12842","cg05767404",0.00229007997869852,"CD6_FOM1"
"12843","cg05772532",-0.000314982114297805,"CD6_FOM1"
"12844","cg05795077",0.000779679764395922,"CD6_FOM1"
"12845","cg05964000",-9.71373797680145e-05,"CD6_FOM1"
"12846","cg05996213",0.00246804946680584,"CD6_FOM1"
"12847","cg06084534",0.000514395411476389,"CD6_FOM1"
"12848","cg06092502",0.00153528343181111,"CD6_FOM1"
"12849","cg06223162",-0.000855787215037307,"CD6_FOM1"
"12850","cg06251978",-0.00099769003016084,"CD6_FOM1"
"12851","cg06355129",0.00193713520888023,"CD6_FOM1"
"12852","cg06357371",0.00067119707276813,"CD6_FOM1"
"12853","cg06361835",4.00189964444122e-05,"CD6_FOM1"
"12854","cg06419219",-0.000544658407465743,"CD6_FOM1"
"12855","cg06437931",-0.000339622371601403,"CD6_FOM1"
"12856","cg06441150",0.000662913757138835,"CD6_FOM1"
"12857","cg06523151",0.00155918160891239,"CD6_FOM1"
"12858","cg06532546",-0.000422799429015266,"CD6_FOM1"
"12859","cg06615678",0.000708048011199129,"CD6_FOM1"
"12860","cg06620723",-9.50703257768031e-05,"CD6_FOM1"
"12861","cg06621799",0.000279168178360182,"CD6_FOM1"
"12862","cg06621919",0.00560520504318922,"CD6_FOM1"
"12863","cg06625004",0.000545636336997448,"CD6_FOM1"
"12864","cg06640630",0.00157717825095979,"CD6_FOM1"
"12865","cg06649471",0.00257793835239447,"CD6_FOM1"
"12866","cg06764092",-0.000428623755336861,"CD6_FOM1"
"12867","cg06776907",0.000872849444237096,"CD6_FOM1"
"12868","cg06794355",-0.00112843083299693,"CD6_FOM1"
"12869","cg06825163",-0.00451131666488314,"CD6_FOM1"
"12870","cg06829969",0.00149781173574297,"CD6_FOM1"
"12871","cg06853697",0.000108352109748372,"CD6_FOM1"
"12872","cg06872964",0.00256568369463864,"CD6_FOM1"
"12873","cg06935979",0.00182816461384453,"CD6_FOM1"
"12874","cg06959448",0.00160368196860971,"CD6_FOM1"
"12875","cg06996273",0.000536743699944285,"CD6_FOM1"
"12876","cg06999043",0.00720975729285955,"CD6_FOM1"
"12877","cg07018435",0.00296164198436052,"CD6_FOM1"
"12878","cg07040244",0.00172264011123922,"CD6_FOM1"
"12879","cg07090424",-0.00327152012820057,"CD6_FOM1"
"12880","cg07097417",0.000820025084126546,"CD6_FOM1"
"12881","cg07110043",0.00222274526554127,"CD6_FOM1"
"12882","cg07111008",-0.000849113697686925,"CD6_FOM1"
"12883","cg07121517",0.000411401714285432,"CD6_FOM1"
"12884","cg07135032",0.000533941988890986,"CD6_FOM1"
"12885","cg07139329",0.000597221624225444,"CD6_FOM1"
"12886","cg07142010",0.000207186719226568,"CD6_FOM1"
"12887","cg07149641",0.000384238772139208,"CD6_FOM1"
"12888","cg07156839",-0.00403189878792257,"CD6_FOM1"
"12889","cg07157834",0.000899662200071927,"CD6_FOM1"
"12890","cg07167872",0.00456274211648292,"CD6_FOM1"
"12891","cg07175007",0.000690067653334576,"CD6_FOM1"
"12892","cg07178825",0.00112121485489939,"CD6_FOM1"
"12893","cg07196514",-0.00607477467710794,"CD6_FOM1"
"12894","cg07202054",-0.000206848976190155,"CD6_FOM1"
"12895","cg07204163",-0.000228352490253405,"CD6_FOM1"
"12896","cg07232688",-0.000858619431995529,"CD6_FOM1"
"12897","cg07242540",0.0001507411868941,"CD6_FOM1"
"12898","cg07285983",0.000979801508222902,"CD6_FOM1"
"12899","cg07312357",5.02459432604118e-05,"CD6_FOM1"
"12900","cg07320895",-0.000765616738516044,"CD6_FOM1"
"12901","cg07356011",2.64818404595477e-05,"CD6_FOM1"
"12902","cg07376381",0.00203081137446132,"CD6_FOM1"
"12903","cg07387429",8.49757048022498e-05,"CD6_FOM1"
"12904","cg07389870",-0.00184792987387994,"CD6_FOM1"
"12905","cg07394827",-0.00075011360184668,"CD6_FOM1"
"12906","cg07418387",0.000804171383352571,"CD6_FOM1"
"12907","cg07501029",-0.00963476988663593,"CD6_FOM1"
"12908","cg07568307",0.000366675934390446,"CD6_FOM1"
"12909","cg07572233",0.000110080873581073,"CD6_FOM1"
"12910","cg07573717",0.00162450822448332,"CD6_FOM1"
"12911","cg07586285",-0.000361944157418098,"CD6_FOM1"
"12912","cg07632391",0.00150279805654701,"CD6_FOM1"
"12913","cg07781491",0.00123366792388331,"CD6_FOM1"
"12914","cg07786657",-3.92797063477749e-05,"CD6_FOM1"
"12915","cg07795452",-0.000903055373614268,"CD6_FOM1"
"12916","cg07799314",-0.00157234551684437,"CD6_FOM1"
"12917","cg07827304",2.51607406473544e-05,"CD6_FOM1"
"12918","cg07925738",-0.000768587847558622,"CD6_FOM1"
"12919","cg07978996",-0.00027345175791127,"CD6_FOM1"
"12920","cg07979236",0.00133702785045537,"CD6_FOM1"
"12921","cg08122070",0.00392407671640289,"CD6_FOM1"
"12922","cg08133631",0.000408984839718017,"CD6_FOM1"
"12923","cg08143045",0.000734819899140604,"CD6_FOM1"
"12924","cg08146708",0.0110531579052507,"CD6_FOM1"
"12925","cg08158675",-0.00071458386013317,"CD6_FOM1"
"12926","cg08158976",-0.000599515343526442,"CD6_FOM1"
"12927","cg08250118",-0.00419783039153367,"CD6_FOM1"
"12928","cg08250879",0.000281416567122849,"CD6_FOM1"
"12929","cg08262220",-4.59852093979244e-06,"CD6_FOM1"
"12930","cg08354527",0.000773536937798228,"CD6_FOM1"
"12931","cg08425678",0.00315811103554608,"CD6_FOM1"
"12932","cg08440572",0.00213923869184633,"CD6_FOM1"
"12933","cg08474826",0.000451774830503441,"CD6_FOM1"
"12934","cg08479073",0.00138347482973063,"CD6_FOM1"
"12935","cg08489551",-0.000994114923659524,"CD6_FOM1"
"12936","cg08539965",-0.00203398159372777,"CD6_FOM1"
"12937","cg08625842",0.000464337303340904,"CD6_FOM1"
"12938","cg08707875",0.0021835275703694,"CD6_FOM1"
"12939","cg08712572",0.00123795582931307,"CD6_FOM1"
"12940","cg08722591",-0.00136781389295071,"CD6_FOM1"
"12941","cg08787039",0.00134766111241633,"CD6_FOM1"
"12942","cg08808724",-0.00193046071857393,"CD6_FOM1"
"12943","cg08846011",-0.00278837095826914,"CD6_FOM1"
"12944","cg08847140",-0.000203013829051035,"CD6_FOM1"
"12945","cg08847173",7.38406077665207e-05,"CD6_FOM1"
"12946","cg08858441",-0.000125840957856984,"CD6_FOM1"
"12947","cg08861456",-0.00430218368554887,"CD6_FOM1"
"12948","cg08864344",0.00164151971881037,"CD6_FOM1"
"12949","cg08878450",-0.000476779841282854,"CD6_FOM1"
"12950","cg08886482",0.000735758032761846,"CD6_FOM1"
"12951","cg08903425",0.000715164891015755,"CD6_FOM1"
"12952","cg08909961",0.000341043199979994,"CD6_FOM1"
"12953","cg08942192",0.00293381352244264,"CD6_FOM1"
"12954","cg08943375",0.00112774295317148,"CD6_FOM1"
"12955","cg08944170",-0.00270348965678203,"CD6_FOM1"
"12956","cg08946995",1.80200060789383e-05,"CD6_FOM1"
"12957","cg08950364",-0.00582465182679055,"CD6_FOM1"
"12958","cg09007354",0.0017073040419624,"CD6_FOM1"
"12959","cg09032544",-0.000701300515039246,"CD6_FOM1"
"12960","cg09033006",0.00175457639442366,"CD6_FOM1"
"12961","cg09036468",0.000229520785371896,"CD6_FOM1"
"12962","cg09082287",0.00181645191222651,"CD6_FOM1"
"12963","cg09113483",0.000199471174932239,"CD6_FOM1"
"12964","cg09139287",0.00705507969479113,"CD6_FOM1"
"12965","cg09151801",-0.000507833575557891,"CD6_FOM1"
"12966","cg09161043",0.000673197721557037,"CD6_FOM1"
"12967","cg09186051",-3.04060795030697e-05,"CD6_FOM1"
"12968","cg09219280",0.00192474750258472,"CD6_FOM1"
"12969","cg09251492",0.000182674224559804,"CD6_FOM1"
"12970","cg09262197",-0.000880810292956708,"CD6_FOM1"
"12971","cg09363841",-0.00280505746858966,"CD6_FOM1"
"12972","cg09476130",0.000785889721101023,"CD6_FOM1"
"12973","cg09506600",-0.00331388067440072,"CD6_FOM1"
"12974","cg09514174",-0.00181342489624812,"CD6_FOM1"
"12975","cg09518270",-0.00276403006437003,"CD6_FOM1"
"12976","cg09550041",0.000755201762825177,"CD6_FOM1"
"12977","cg09550293",9.72961730684848e-05,"CD6_FOM1"
"12978","cg09664314",-0.00709308999457872,"CD6_FOM1"
"12979","cg09751818",0.000533233910671168,"CD6_FOM1"
"12980","cg09800633",0.00416288516449101,"CD6_FOM1"
"12981","cg09810089",-0.000140221154109892,"CD6_FOM1"
"12982","cg09831055",-0.000128295559204251,"CD6_FOM1"
"12983","cg09845941",0.00332943020740407,"CD6_FOM1"
"12984","cg09872841",-0.00098078795903828,"CD6_FOM1"
"12985","cg09891066",-0.000150742225295882,"CD6_FOM1"
"12986","cg09989037",0.00027050337849637,"CD6_FOM1"
"12987","cg10001720",0.000606094166423598,"CD6_FOM1"
"12988","cg10015974",0.000121679844892697,"CD6_FOM1"
"12989","cg10052561",0.00228445000819226,"CD6_FOM1"
"12990","cg10057098",-0.000264528786898579,"CD6_FOM1"
"12991","cg10092779",-0.000792303843865784,"CD6_FOM1"
"12992","cg10104487",-0.00145901914044849,"CD6_FOM1"
"12993","cg10107292",0.00302718296748442,"CD6_FOM1"
"12994","cg10117171",-0.000536406949117249,"CD6_FOM1"
"12995","cg10167378",-0.00558349470156116,"CD6_FOM1"
"12996","cg10206594",0.000385168038629006,"CD6_FOM1"
"12997","cg10227331",-0.000543651791550748,"CD6_FOM1"
"12998","cg10230190",9.91762579287894e-05,"CD6_FOM1"
"12999","cg10315533",0.000407998294626111,"CD6_FOM1"
"13000","cg10315903",4.36661129999335e-05,"CD6_FOM1"
"13001","cg10347335",0.000467691450268734,"CD6_FOM1"
"13002","cg10381813",-0.000121509922537008,"CD6_FOM1"
"13003","cg10402576",-0.0003917225189455,"CD6_FOM1"
"13004","cg10444224",-3.60722792297106e-05,"CD6_FOM1"
"13005","cg10489614",-6.11819732428451e-05,"CD6_FOM1"
"13006","cg10516993",-0.00829077519786319,"CD6_FOM1"
"13007","cg10523679",-0.00315811771466862,"CD6_FOM1"
"13008","cg10529555",-0.00140232851977812,"CD6_FOM1"
"13009","cg10536901",0.00164294740479423,"CD6_FOM1"
"13010","cg10543035",0.00355045775539608,"CD6_FOM1"
"13011","cg10572355",0.000307452777254454,"CD6_FOM1"
"13012","cg10573505",-0.00208639304104538,"CD6_FOM1"
"13013","cg10576245",0.000945649871181149,"CD6_FOM1"
"13014","cg10593400",-0.00104967360808293,"CD6_FOM1"
"13015","cg10627839",0.000200871574631822,"CD6_FOM1"
"13016","cg10631373",-0.00182873232081504,"CD6_FOM1"
"13017","cg10690677",-0.000745545341290205,"CD6_FOM1"
"13018","cg10701801",0.00514464146333443,"CD6_FOM1"
"13019","cg10758824",-0.000338428481240315,"CD6_FOM1"
"13020","cg10759817",-0.00291855523124911,"CD6_FOM1"
"13021","cg10774181",9.58793690664812e-05,"CD6_FOM1"
"13022","cg10784110",0.000493368542908895,"CD6_FOM1"
"13023","cg10807101",-0.000752800471043758,"CD6_FOM1"
"13024","cg10818676",0.00330691472925359,"CD6_FOM1"
"13025","cg10881749",0.000263093420888832,"CD6_FOM1"
"13026","cg10895682",-0.00150741471280411,"CD6_FOM1"
"13027","cg10952596",-0.00147378288342366,"CD6_FOM1"
"13028","cg10961604",0.000765761722626649,"CD6_FOM1"
"13029","cg10977910",-0.000682421211289065,"CD6_FOM1"
"13030","cg11066601",0.000623875155718507,"CD6_FOM1"
"13031","cg11070388",-0.000524399583738639,"CD6_FOM1"
